date,avg_error,max_error,min_error,num_pairs,num_currencies,currencies,pairs
2023-12-01,0.10048409265814542,0.3211710866121165,1.6641279942180868e-14,10,8,"AUD,CAD,CHF,EUR,GBP,JPY,NZD,USD","AUDUSD,EURGBP,EURJPY,EURUSD,GBPJPY,GBPUSD,NZDUSD,USDCAD,USDCHF,USDJPY"
2023-12-04,0.09884981742833879,0.3160265535443731,5.034264093437289e-14,10,8,"AUD,CAD,CHF,EUR,GBP,JPY,NZD,USD","AUDUSD,EURGBP,EURJPY,EURUSD,GBPJPY,GBPUSD,NZDUSD,USDCAD,USDCHF,USDJPY"
2023-12-05,0.07072177200515714,0.22682901894229487,3.389217811570347e-14,10,8,"AUD,CAD,CHF,EUR,GBP,JPY,NZD,USD","AUDUSD,EURGBP,EURJPY,EURUSD,GBPJPY,GBPUSD,NZDUSD,USDCAD,USDCHF,USDJPY"
2023-12-06,0.037717474986841144,0.12326785372135068,1.6942209533659964e-14,10,8,"AUD,CAD,CHF,EUR,GBP,JPY,NZD,USD","AUDUSD,EURGBP,EURJPY,EURUSD,GBPJPY,GBPUSD,NZDUSD,USDCAD,USDCHF,USDJPY"
2023-12-07,0.04262578853783659,0.13934808135929927,1.681391777975649e-14,10,8,"AUD,CAD,CHF,EUR,GBP,JPY,NZD,USD","AUDUSD,EURGBP,EURJPY,EURUSD,GBPJPY,GBPUSD,NZDUSD,USDCAD,USDCHF,USDJPY"
