date,avg_error_3,avg_error_10,improvement,num_pairs_3,num_pairs_10,num_currencies_3,num_currencies_10
2023-12-01,0.0581941860342117,0.10048409265814542,-72.670329298999,3,10,3,8
2023-12-04,0.18481115903745,0.09884981742833879,46.513068830271266,3,10,3,8
2023-12-05,0.1656699262981641,0.07072177200515714,57.31164153602882,3,10,3,8
2023-12-06,0.0774577981274915,0.037717474986841144,51.30577437179385,3,10,3,8
2023-12-07,0.098515590996897,0.04262578853783659,56.731936431078,3,10,3,8
