pair,error_percent
AUD_CAD,0.014822128029838006
AUD_CHF,-0.003481908919710048
AUD_JPY,-0.005498987364083384
AUD_USD,-0.001959618864321655
EUR_CHF,-0.0036627167134773196
EUR_JPY,0.003577672208437963
GBP_AUD,0.005665555337546105
GBP_CAD,-0.026629028182365858
GBP_CHF,0.006842463508255796
GBP_JPY,0.005757503428555621
GBP_NZD,0.009965438083891612
NZD_CAD,0.011801560231500178
NZD_CHF,0.0003017998690379302
NZD_JPY,-0.0038366428099457337
USD_AUD,-0.0017827892533776755
USD_CNY,-2.536058533779125e-14
USD_EUR,-8.49134642916866e-05
USD_GBP,0.001606521106381171
USD_HKD,6.457718220122695e-14
USD_INR,0.0
USD_JMD,-1.2474416007024232e-14
USD_LKR,-7.652587353366722e-14
USD_MYR,0.0
USD_NOK,-6.02307989963635e-14
USD_NZD,-0.001698461308690679
USD_SAR,1.3042267543320488e-14
