pair,error_percent
AUD_CAD,-0.00552692432973859
AUD_CHF,0.006779398836103251
AUD_EUR,-0.010548482792638645
AUD_GBP,0.0002175239060166005
AUD_JPY,-0.01519363879230037
AUD_NZD,0.03351636536376232
AUD_USD,-0.012582987429716374
BHD_INR,4.4119190344958025e-05
CAD_AUD,0.014257693450334962
CAD_CHF,0.012701380055437202
CAD_COP,-0.012218747344791664
CAD_EUR,-0.010277999288056401
CAD_GBP,-0.0036880847442921764
CAD_JPY,-0.018488898653782733
CAD_NZD,0.05172292017491612
CAD_USD,-0.012999005960250125
CHF_AUD,-0.009628132678976805
CHF_CAD,-0.031289913022666704
CHF_EUR,-0.012414340999175098
CHF_GBP,-0.01569958980934037
CHF_JPY,-0.011793572791732461
CHF_NZD,0.001929494858027667
CHF_USD,-0.027978037447653373
CZK_PLN,-0.0009893786457613489
DKK_USD,-0.008496082626804338
EUR_AUD,-0.02969826530194015
EUR_CHF,-0.03898474926546563
EUR_GBP,-0.018810759911485463
EUR_JPY,0.02346401180513395
EUR_NZD,-0.026498584258036983
GBP_AUD,0.01602987076681295
GBP_CAD,0.0008219722873450971
GBP_CHF,-0.04839145497089864
GBP_EUR,-0.009034520310558979
GBP_JPY,0.0051195643706657135
GBP_NZD,-0.018337736902982033
HKD_USD,-0.003927131176066514
JPY_USD,0.013380077161077272
KYD_USD,-3.641567936449878e-14
MXN_USD,0.023991363450168918
NOK_USD,-0.0030801423057928152
NZD_AUD,0.011724583749836507
NZD_CAD,0.03238544271477305
NZD_CHF,-0.07299859205779989
NZD_EUR,-0.018871108555567905
NZD_GBP,-0.006562622895279662
NZD_JPY,0.017950435349700773
NZD_USD,-0.017837944749574456
PLN_USD,0.018372564345472308
RUB_USD,2.1622614339506134e-13
SAR_USD,-0.012500468533203205
SGD_USD,0.0022957941871189044
TRY_USD,0.00027826419556610396
USD_AFN,1.495879443705474e-14
USD_ARS,-5.88535892573771e-13
USD_AUD,-0.006024035217508685
USD_BBD,7.922194447073981e-13
USD_BGN,-6.259185480621038e-14
USD_BHD,4.411919048487838e-05
USD_BND,1.2459416709220194e-12
USD_BOB,-3.608224830031759e-13
USD_BRL,6.749076137538946e-14
USD_BSD,-4.884981308350689e-13
USD_BZD,-7.777196822247289e-13
USD_CAD,0.02462445261446807
USD_CHF,0.033979169443403075
USD_CLP,1.4086341268518823e-13
USD_CNY,-4.2914426096205886e-13
USD_COP,0.012217254548664356
USD_CRC,-3.5602791607583885e-14
USD_CUP,-1.7763568394002505e-13
USD_CZK,-0.000989378646235412
USD_DJF,3.697992162443654e-13
USD_DKK,-0.008496082630509882
USD_DOP,4.628225015807104e-13
USD_DZD,-3.012369838940541e-13
USD_EGP,-2.410222367573286e-13
USD_EUR,-0.029370211994952142
USD_FJD,3.010230081680573e-13
USD_GBP,-0.009237269265913815
USD_GHS,-1.6148698540002276e-13
USD_GMD,-1.8455655474288314e-13
USD_GTQ,-2.2744645830989122e-14
USD_HKD,-0.003927131170487808
USD_HTG,-6.459479416000911e-14
USD_HUF,-3.340956140379262e-13
USD_IDR,-9.263818713018686e-13
USD_INR,-4.411921046942425e-05
USD_IRR,-1.6914779861299096e-13
USD_ISK,4.930615179044238e-14
USD_JMD,-3.3048499337679077e-13
USD_JOD,-3.122990092209016e-14
USD_JPY,0.01231425875750234
USD_KWD,1.8117216459287803e-13
USD_KZT,5.874277241852515e-14
USD_LKR,1.1161400617830465e-13
USD_LYD,5.352456437931167e-13
USD_MAD,8.286715179930447e-14
USD_MDL,-1.9659285179133207e-13
USD_MKD,-2.440774560836461e-13
USD_MNT,1.0344571221257145e-13
USD_MOP,-1.1044247944542716e-13
USD_MUR,1.913490311741742e-13
USD_MXN,0.023991363458924258
USD_MYR,-1.2855213969343917e-13
USD_MZN,-2.765585498467456e-13
USD_NOK,-0.0030801423008094803
USD_NZD,-0.09657531719896371
USD_OMR,1.2973262739757406e-13
USD_PLN,0.019361751429981595
USD_PYG,0.0
USD_QAR,1.3417697993107613e-13
USD_RON,-4.3607219035054106e-13
USD_SAR,-0.01250046853699634
USD_SCR,4.13747711040431e-14
USD_SEK,-2.027594192529081e-13
USD_SGD,0.0022957941879212162
USD_SVC,-1.8260664254257285e-13
USD_SYP,-7.173098094340059e-13
USD_TRY,0.0002782641815019399
USD_TTD,-1.5656991372918873e-13
USD_TWD,-8.739763047479706e-14
USD_TZS,-2.817517663484908e-14
USD_UGX,-1.6467174266083658e-13
USD_UYU,6.091418644619863e-13
USD_VND,1.2481914523748415e-13
USD_VUV,-2.19118885370292e-13
USD_XCD,-8.316277338016154e-14
USD_ZAR,-0.0014000294002737747
ZAR_USD,-0.0014000294010746185
