pair,error_percent
AUD_CAD,0.00866648026861869
AUD_CHF,0.028946162303247813
AUD_EUR,0.06535944695098472
AUD_GBP,0.054754032851035014
AUD_JPY,0.05690921369714301
AUD_NZD,0.026835058098683074
AUD_USD,0.10758079450340835
BHD_INR,-0.22686264843677623
BYN_USD,-1.020646302110516e-12
CAD_AUD,-0.04659296680833431
CAD_CHF,0.060487649988870115
CAD_COP,-0.19159165047879523
CAD_EUR,0.056552217270480785
CAD_GBP,0.05036596219800671
CAD_JPY,0.03926980195370644
CAD_NZD,0.01318576077963483
CAD_USD,0.09290360623584872
CHF_AUD,-0.07080959675553888
CHF_CAD,-0.05216257789643166
CHF_EUR,0.002398893166973079
CHF_GBP,-0.013216356416559768
CHF_JPY,-0.01694575910691214
CHF_NZD,-0.03944680085765931
CHF_USD,0.05643078900661046
CLP_USD,-0.03301561827480526
CNY_MNT,0.15281207003583466
CNY_USD,-0.1770946456060969
COP_USD,-0.7444239144269283
CZK_PLN,0.0030533683855385584
DKK_USD,0.011938361791568855
EGP_USD,0.28656003203301034
EUR_AMD,0.00035426437394178885
EUR_AUD,-0.07138770673540994
EUR_AZN,0.16283342095857642
EUR_CAD,0.1825201155474424
EUR_CHF,-0.00844171798553864
EUR_GBP,-0.01232466876821777
EUR_JPY,-0.016764269480436387
EUR_NZD,-0.0421932257550085
EUR_TJS,0.0006603688265641598
EUR_USD,-0.20721601767922296
FJD_USD,0.06590273265521636
GBP_AUD,-0.06399538038558795
GBP_CAD,-0.04316861747736845
GBP_CHF,0.006510513026142318
GBP_EUR,0.009250067369312352
GBP_JPY,-0.008021024110716162
GBP_NPR,-0.05340050379107563
GBP_NZD,-0.03825042276081998
GBP_USD,-0.1879623231909438
GEL_RUB,1.0771837784213879e-13
GHS_USD,0.009725463596044492
HKD_USD,-0.0037812144532683445
HUF_EUR,-0.0024125046129300043
HUF_USD,-0.03098144330570222
IDR_AUD,0.4363519933451248
IDR_CHF,-0.077706587781237
IDR_USD,-0.22051145654891294
ILS_BGN,0.021732139346407532
ILS_COP,-0.25194447119066493
ILS_PEN,-0.02775943957998154
ILS_UAH,0.2348024841207435
ILS_USD,0.04245208423917456
ILS_UYU,0.010927660810851664
INR_USD,-0.6874797581734035
IQD_USD,68.33095222162672
IRR_USD,3.999993663644239e-07
JOD_EUR,-0.024749105241781207
JOD_GBP,-0.031935740355511756
