pair,error_percent
AUD_CAD,-0.03643085478772092
AUD_CHF,-0.018343957518854394
AUD_EUR,0.14842954249217138
AUD_GBP,-0.006978100214676331
AUD_JPY,0.0006898329757440851
AUD_NZD,-0.028066332097798588
AUD_USD,-0.186784570554944
BHD_INR,-0.000474064066783238
CAD_AUD,-0.012220382470415327
CAD_CHF,0.020184693007286966
CAD_COP,-0.07171968958387524
CAD_EUR,0.17253954490473372
CAD_GBP,0.030358999498664423
CAD_JPY,0.02766292514673414
CAD_NZD,0.012087512675882775
CAD_USD,-0.1361654537691437
CHF_AUD,0.020897371717045192
CHF_CAD,-0.025147670783156474
CHF_EUR,0.16678260451072618
CHF_GBP,0.005790566567243856
CHF_JPY,0.020681478976008395
CHF_NZD,-0.01071330328811657
CHF_USD,-0.1609253078778978
DKK_USD,0.008444139677112376
EUR_AUD,-0.14555185005218305
EUR_CHF,-0.1597245533950037
EUR_GBP,-0.1601159186270761
EUR_JPY,-0.17450793152787666
EUR_NZD,-0.17498621759626476
GBP_AUD,-0.049153964030148614
GBP_CAD,-0.02210028405276378
GBP_CHF,-0.003632622093970774
GBP_EUR,0.15980642207759072
GBP_JPY,-0.018121638219670742
GBP_NZD,-0.016229058583225927
HKD_USD,-0.012622389468028194
MXN_USD,0.01232272188371663
NOK_USD,-0.015275499400421446
NZD_AUD,0.027613579998457587
NZD_CAD,-0.012706838833266107
NZD_CHF,0.011861316540603462
NZD_EUR,0.16878245548827162
NZD_GBP,0.012895187911878204
NZD_JPY,-0.009845380842168369
NZD_USD,-0.1636877874336106
PLN_USD,-0.0013162728379158568
RUB_USD,5.452451711208674e-13
SGD_USD,0.0004367853889792394
TRY_USD,0.02107467416906244
USD_ARS,-9.326806274014842e-13
USD_AUD,0.031098315880672925
USD_BBD,-2.5663446800380503e-13
USD_BGN,-9.55770510180059e-13
USD_BHD,-0.00047406406728265916
USD_BND,-7.865554549239508e-14
USD_BOB,-9.33035915644576e-13
USD_BRL,-1.0842021501951641e-12
USD_BSD,5.329070518200751e-13
USD_BZD,-1.2212453270876722e-12
USD_CAD,0.13928296311340643
USD_CHF,0.1670261148452008
USD_CLP,-3.6397708017688907e-13
USD_CNY,-7.685789892121655e-13
USD_COP,0.07166828930933813
USD_CRC,-1.3635781205438991e-12
USD_CUP,-5.329070518200751e-13
USD_CZK,-6.634881557540247e-13
USD_DJF,-1.2079226507921703e-12
USD_DKK,0.008444139677173987
USD_DOP,-1.187796834760498e-12
USD_DZD,-1.0235069069533862e-12
USD_EGP,-3.656559982297757e-13
USD_EUR,-1.6446068714599829
USD_FJD,-8.703974433572555e-13
USD_GBP,0.16848748893283236
USD_GHS,-1.174638614815789e-12
USD_GMD,-9.017039793909901e-13
USD_GTQ,-2.0497326051367785e-13
USD_HKD,-0.012622389469147411
USD_HTG,-4.3925737868453284e-13
USD_HUF,-8.497083904379207e-13
USD_IDR,-7.741225091476255e-13
USD_INR,0.00047406181893249225
USD_IRR,-1.4811770857444831e-12
USD_ISK,-8.018935861864789e-13
USD_JMD,-1.0178044593320355e-12
USD_JOD,-2.0356698905069143e-13
USD_JPY,0.153163116120439
USD_KWD,-8.160677366462138e-13
USD_KZT,-1.3005125301642906e-12
USD_LKR,-6.977721881653754e-13
USD_LYD,-3.4352891497462185e-13
USD_MAD,-1.1557845780484531e-12
USD_MDL,-1.1750982399560643e-12
USD_MNT,-5.68211857190307e-13
USD_MOP,-8.449101273870915e-13
USD_MUR,-6.003495450684957e-13
USD_MXN,0.01232272188343951
USD_MYR,-2.945233319334867e-13
USD_NOK,-0.015275499400559637
USD_NZD,0.25262387818270066
USD_OMR,-6.199946921931313e-13
USD_PLN,-0.0013162728384005535
USD_PYG,-1.3092089337623045e-12
USD_QAR,-1.2196567242043962e-13
USD_RON,-7.266914078749604e-13
USD_SAR,-7.460101917327666e-13
USD_SCR,-7.814152848512611e-13
USD_SEK,-5.385020885197958e-13
USD_SGD,0.00043678538753317853
USD_SVC,-4.258389683493752e-13
USD_TRY,0.021074674169160416
USD_TTD,-9.021777292925965e-13
USD_TWD,-7.787054165559657e-13
USD_TZS,-1.8361265850059116e-13
USD_UGX,-3.5183547457366666e-13
USD_UYU,1.724618290679855e-13
USD_VND,-1.0406495861186792e-12
USD_VUV,-9.087975420146703e-13
USD_ZAR,-0.015158946208422307
ZAR_USD,-0.015158946207972089
