pair,error_percent
AUD_CAD,-0.05271541080086435
AUD_CHF,0.04983720054424006
AUD_EUR,0.15932397142213742
AUD_GBP,-0.0841082659696056
AUD_JPY,-0.024620316814458577
AUD_NZD,-0.024192421913643833
AUD_USD,-0.029785200878988238
BHD_INR,0.07677728401840911
CAD_AUD,0.05155720881444713
CAD_CHF,0.09937648401470332
CAD_COP,0.06308031099157664
CAD_EUR,0.2000258859184786
CAD_GBP,-0.03134610517422354
CAD_JPY,0.017647599762644333
CAD_NZD,0.020564444949240767
CAD_USD,0.19394253129432615
CHF_AUD,-0.04376638370851747
CHF_CAD,-0.09731816262569278
CHF_EUR,0.1157122639223378
CHF_GBP,-0.12819315061376305
CHF_JPY,-0.06701469145404111
CHF_NZD,-0.06634392421678402
CHF_USD,-0.03190076098100708
CLP_USD,-0.23583013406676864
CNY_USD,0.0882988190385492
COP_USD,0.06090504140696766
CZK_PLN,0.10407838377404371
DKK_USD,0.01437689897641109
EGP_USD,0.13630098461835877
EUR_AMD,0.06317953367924696
EUR_AUD,-0.15718634958638095
EUR_AZN,-0.018213956850295143
EUR_CAD,0.8031613147587487
EUR_CHF,-0.10745680429272086
EUR_GBP,-0.24917291513525275
EUR_JPY,-0.18699410586724946
EUR_NZD,-0.18909554401350792
EUR_TJS,-0.05743067312079151
EUR_USD,0.37823019070917324
FJD_USD,0.715098850855515
GBP_AUD,0.08728274847176995
GBP_CAD,0.033727475708948865
GBP_CHF,0.13213408131784185
GBP_EUR,0.2432212027274869
GBP_JPY,0.06014276161322419
GBP_NZD,0.04305954509712003
GBP_USD,-0.592416024007793
GHS_USD,0.002678410385827903
HKD_USD,0.010887721603576168
HUF_EUR,-0.060810180142295944
HUF_USD,0.6554885761177325
IDR_AUD,-0.0027614399992550833
IDR_CHF,-0.5346714412762217
IDR_USD,0.3322944222852577
ILS_USD,-0.1312429191742775
INR_USD,0.23143201199878344
IRR_USD,0.5583958686822635
JOD_USD,0.05194411843206788
JPY_AUD,0.059073888029890144
JPY_CAD,0.14706668410776502
JPY_CHF,-0.10021757154671591
JPY_EUR,-0.720854126051322
JPY_GBP,0.35008969083524993
JPY_NZD,0.3519639168709469
JPY_USD,-0.2448306582358627
KRW_USD,1.697343824017122e-06
KYD_USD,-1.0990493561707539e-13
MXN_USD,-0.016354346480721687
MYR_USD,0.0021549303427555655
NIO_USD,-1.2462501929656703e-06
NOK_USD,-0.029437993829155785
NZD_AUD,0.020815203699437183
NZD_CAD,-0.030228269629031013
NZD_CHF,0.0699997058953836
NZD_EUR,0.1818865276341219
NZD_GBP,-0.06215198636792781
NZD_JPY,-0.007461283190307644
NZD_USD,-0.09177921433687543
PEN_USD,-0.07225323257352924
PHP_USD,4.7995390726750304e-08
PLN_USD,-0.1269379527285668
PYG_USD,1.4785504905259066
RUB_AMD,-0.2573465398455135
RUB_USD,-0.43463422236303445
SAR_USD,0.006249414122677262
SDR_RUB,-2.1194143252970885e-12
SGD_USD,-0.041192144320470456
THB_GBP,0.30598721068192264
THB_USD,-0.05933399942519391
TRY_USD,0.0008185625482535855
TWD_USD,0.05874818916964342
UAH_PLN,-0.39733227228216206
UAH_USD,-0.5289100438499053
USD_AFN,2.8065116699048646e-13
USD_ALL,1.564195652730548e-12
USD_AMD,0.19362876745634008
USD_ARS,1.953389763070528e-12
USD_AUD,-0.02128252636408404
USD_AZN,0.018210639970455387
USD_BBD,6.106226635438361e-13
USD_BDT,1.1041527404617384e-12
USD_BGN,6.449245901842615e-13
USD_BHD,0.07677728401774568
USD_BIF,4.3169840258004434e-13
USD_BND,2.0573973122541704e-12
USD_BOB,2.3946607892057586e-12
USD_BRL,1.569825807157719e-12
USD_BSD,1.5099033134902129e-12
USD_BWP,1.2133769148440514e-12
USD_BZD,-1.0205080327362549e-12
USD_CAD,-0.19197191017108964
USD_CDF,9.600221852047576e-13
USD_CHF,0.07069816608396112
USD_CLP,-0.2358301340617249
USD_CNY,0.08829881903875715
USD_COP,-0.0021766426176260956
USD_CRC,4.2612940606108605e-13
USD_CUP,-1.687538997430238e-12
USD_CVE,4.498160343616109e-13
USD_CZK,0.1040783837735226
USD_DJF,2.9764339984031516e-12
USD_DKK,0.014376898978010394
USD_DOP,-1.2555775250379281e-12
USD_DZD,9.006947226950227e-13
USD_EGP,0.13630098462325205
USD_ETB,1.2316304567061705e-12
USD_EUR,0.16176581998125852
USD_FJD,0.7150988508573038
USD_GBP,-0.09332845480910928
USD_GHS,0.0026784103900141425
USD_GMD,1.2053849981644556e-12
USD_GNF,1.105608609969985e-12
USD_GTQ,5.988841114431249e-13
USD_HKD,0.010887721605656077
USD_HNL,3.8405639465980226e-13
USD_HTG,6.435104021978266e-13
USD_HUF,0.5950769997601123
USD_IDR,-0.2033673150844822
USD_ILS,-0.13124291917366243
USD_INR,0.15477355891524774
USD_IQD,5.457747888907413e-13
USD_IRR,0.5583958686786595
USD_ISK,1.0844761303838387e-12
USD_JMD,1.4481339504803214e-12
USD_JOD,0.051944118426249394
USD_JPY,0.05465284334485431
USD_KES,3.337530773656836e-13
USD_KHR,-4.846130381194041e-13
USD_KMF,2.5396534050820927e-13
USD_KRW,1.6973422507603484e-06
USD_KWD,-7.871131258282969e-14
USD_KZT,5.023722357434188e-13
USD_LAK,0.0
USD_LBP,2.8839117713093516e-13
USD_LKR,4.743361519733641e-13
USD_LRD,5.725236432023829e-13
USD_LSL,1.1727708006603768e-13
USD_LYD,4.025718046094687e-13
USD_MAD,3.304580956248213e-13
USD_MDL,7.197556075365682e-13
USD_MGA,-5.847865254880932e-13
USD_MKD,-1.518253708889103e-14
USD_MMK,7.329833014506666e-13
USD_MNT,8.219402019951808e-13
USD_MOP,1.996280371477083e-13
USD_MUR,1.3955012813618988e-13
USD_MVR,1.0416038519462642e-12
USD_MWK,3.4616063628346695e-13
USD_MXN,-0.01635434647941858
USD_MYR,0.002154930341497537
USD_MZN,8.552829226741946e-13
USD_NAD,3.4059939398529874e-13
USD_NGN,0.0
USD_NIO,-1.2462498575520164e-06
USD_NOK,-0.02943799383469482
USD_NPR,1.5067967682051145e-12
USD_NZD,-0.055467897210337874
USD_OMR,3.891978821927222e-13
USD_PEN,-0.07225323257107313
USD_PGK,6.29939302291975e-13
USD_PHP,4.800461731287692e-08
