pair,error_percent
AUD_CAD,-0.08124275984229712
AUD_CHF,-0.02418405901468029
AUD_EUR,-0.21391038938368942
AUD_GBP,-0.04758165566403931
AUD_JPY,-0.09856073738672558
AUD_NZD,-0.002551148029979315
AUD_USD,0.10930316833342908
BHD_INR,-0.03516432573790755
BYN_USD,1.6177102028052577e-12
CAD_AUD,0.08436390607250557
CAD_CHF,0.04407320980156535
CAD_COP,0.0925321722161421
CAD_EUR,-0.1437953828280113
CAD_GBP,0.034083368447241566
CAD_JPY,-0.013179750299030228
CAD_NZD,0.08321079411265996
CAD_USD,0.19772246524562614
CHF_AUD,0.0386588366555718
CHF_CAD,-0.04513920614178079
CHF_EUR,-0.16932408422891881
CHF_GBP,-0.00263998279854114
CHF_JPY,-0.05673198506937835
CHF_NZD,0.04081897777065212
CHF_USD,0.15059648550907262
CLP_USD,9.224987093083725e-05
CNY_MNT,0.022760902306148578
CNY_USD,-0.08033448940048696
COP_USD,-0.38208523430515234
CZK_PLN,0.017567082871596196
CZK_USD,0.004554453839224118
DKK_USD,0.004592403227875412
EGP_USD,-0.027251307054934257
EUR_AMD,-4.950209877384266
EUR_AUD,0.2122051456725829
EUR_AZN,0.30614991980702494
EUR_CAD,0.45033925017263565
EUR_CHF,0.17201126699766736
EUR_GBP,0.14274616099381532
EUR_JPY,0.12089817429692562
EUR_NZD,0.21735801035248353
EUR_TJS,0.2395494097844023
EUR_USD,0.5883208533218309
FJD_USD,0.2881251311622163
GBP_AUD,0.052496432968104856
GBP_CAD,-0.031266586299430375
GBP_CHF,0.019320706235440573
GBP_EUR,-0.1579899407101346
GBP_JPY,-0.03833809075224635
GBP_NPR,0.08336117472135819
GBP_NZD,0.06084036298739324
GBP_USD,-0.027063291752288686
GEL_RUB,3.8675622529037643e-14
GHS_USD,-0.1963209994089421
HKD_USD,0.0011904198677958242
HUF_EUR,-0.651904977052244
HUF_USD,0.33920741304130547
IDR_USD,0.0742978676196589
ILS_BGN,-0.06893251041582636
ILS_COP,-0.3628281201252909
ILS_PEN,0.5491106683877011
ILS_UAH,-0.19235421150107188
ILS_USD,-0.25065138742759774
ILS_UYU,-0.1613445643816693
INR_USD,-0.007885873577359905
IQD_USD,-1.0315846545897183
IRR_USD,-8.970333362404142e-13
JOD_EUR,-0.1904418325590544
JOD_GBP,-0.03118884412821641
JOD_USD,0.11130056254374607
JPY_AUD,-0.6391153536239764
JPY_CAD,0.3657069138263211
JPY_CHF,-0.10264814225699581
JPY_EUR,-0.09454188308446834
JPY_GBP,0.17820118284244132
JPY_NZD,-0.6497255621178682
JPY_USD,0.5462873282064206
KGS_RUB,-8.796291727614565e-13
KRW_USD,-1.0520680312541933e-06
KWD_EUR,-0.2337486423570948
KWD_MYR,0.07810817019439088
KWD_USD,0.07768778413150705
KYD_USD,-5.92109077982117e-13
MDL_RUB,0.29893088886300373
MXN_USD,0.009915110305816472
MYR_USD,0.07859324261942317
NIO_USD,-5.515351093503452e-06
NOK_USD,0.0026949003125659446
NZD_AUD,0.0013543991561791335
NZD_CAD,-0.08699228552372074
NZD_CHF,-0.016303895025073633
NZD_EUR,-0.2078736837256911
NZD_GBP,-0.05264126969616691
NZD_JPY,-0.10323481045586586
NZD_USD,0.10559309334057161
PEN_USD,-0.8041977634679923
PHP_USD,2.2764985383041112e-06
PLN_UAH,0.03613172893805913
PLN_USD,-0.017450512561742033
PYG_USD,0.6441058440691034
RUB_AMD,2.1393659198700234
RUB_BRL,-0.2596847018001485
RUB_USD,-0.507569896476328
RUB_VND,-0.25347391071482317
SAR_USD,0.00013194324758990182
SDR_RUB,0.17273668313430598
SDR_TRY,-0.17303557906087522
SGD_USD,0.0035387486742449593
THB_GBP,-0.09295371784651488
THB_USD,0.0486683271822348
TJS_RUB,0.16698443736093627
TRY_UAH,-0.02101985460639094
TRY_USD,-0.07483627987577947
TWD_USD,0.010835644326800845
UAH_KZT,-0.02913539192489025
UAH_PLN,-0.03611085033912908
UAH_USD,-0.05359081866624523
USD_AFN,5.949827282767027e-13
USD_ALL,1.4253291934065913e-12
USD_AMD,2.633700805365496
USD_AOA,1.821560225646805e-12
USD_ARS,3.9153209563279747e-13
USD_AUD,-0.11068414951148842
USD_AZN,-0.307090075830538
USD_BBD,6.814302758462062e-13
USD_BDT,7.829832631346457e-13
USD_BGN,0.06888502624902594
USD_BHD,-0.03516432574331275
USD_BIF,1.550307100107525e-14
USD_BND,2.482461595816789e-13
USD_BOB,-3.2118049889422026e-13
USD_BRL,0.2590120870308459
USD_BWP,2.0960890179804422e-13
USD_BZD,-1.4752945762010118e-12
USD_CAD,-0.1939271439529778
USD_CDF,-7.989236663500775e-14
USD_CHF,-0.13604027125476267
USD_CLP,9.224987378032699e-05
USD_CNH,2.2142376205628234e-12
USD_CNY,-0.05755530224024882
USD_COP,-0.11182314114049768
USD_CRC,-2.0929600943880635e-12
USD_CVE,1.9177499230198192e-12
USD_CZK,0.02212073662072412
USD_DJF,-3.038557726635585e-13
USD_DKK,0.004592403228355694
USD_DOP,-9.974588363271431e-13
USD_DZD,1.5529649575989051e-12
USD_EGP,-0.027251307054813358
USD_ETB,1.566941032181197e-12
USD_EUR,-0.3181147841873193
USD_FJD,0.28812513116475424
USD_GBP,-0.16693415182582197
USD_GHS,-0.19632099940881234
USD_GMD,6.315935428978668e-13
USD_GNF,4.681040992051932e-13
USD_GTQ,-1.0480660834792541e-12
USD_HKD,0.0011904198685341455
USD_HNL,6.27644580711668e-13
USD_HTG,5.421397472856742e-13
USD_HUF,-0.31048625399167135
USD_IDR,0.07429786762263733
USD_ILS,-0.48535223578255227
USD_INR,0.02726886324912655
USD_IQD,-1.0315846545881142
USD_ISK,7.792387304700428e-13
USD_JMD,9.068823003432674e-13
USD_JOD,-0.11014276845868498
USD_JPY,-0.20052881421900925
USD_KES,3.98311094477789e-13
USD_KHR,1.154747511049544e-13
USD_KMF,9.290537276175073e-13
USD_KRW,-1.0520666654416205e-06
USD_KWD,-0.07764933947028448
USD_KZT,0.029126905688766056
USD_LAK,4.695415873569124e-13
USD_LBP,-3.5712838758085084e-13
USD_LKR,-5.871960416525457e-14
USD_LRD,8.363993676454341e-13
USD_LSL,5.434373582752318e-13
USD_LYD,1.2948802422732833e-12
USD_MAD,6.745097369047087e-13
USD_MDL,0.29893088886098823
USD_MGA,8.821931412777011e-13
USD_MKD,6.808474525377634e-13
USD_MMK,6.733136654791621e-13
USD_MNT,-0.022766084074931192
USD_MOP,1.3299080402098456e-13
USD_MRU,4.183393326080396e-13
USD_MUR,9.162382150355902e-13
USD_MVR,3.142964263683274e-13
USD_MWK,1.0628577107905732e-12
USD_MXN,0.009915110306864035
USD_MYR,0.0004854516275264872
USD_MZN,1.2009172998762256e-12
USD_NAD,1.8114239952550602e-13
USD_NGN,9.387907265048876e-13
USD_NIO,-5.515349818016321e-06
USD_NOK,0.0026949003149825206
USD_NPR,-0.08343072355271039
USD_NZD,-0.11213461228365186
USD_OMR,7.353946880736266e-13
USD_PEN,-1.3607806234335706
