currency,absolute_value,log_value
AUD,1.347679406654474,0.29838415531299983
CAD,1.5135851349476972,0.41448109827603574
CHF,2.350381488125913,0.8545776503538358
EUR,2.218676604364128,0.7969108939712328
GBP,2.5882892391197094,0.9509971320320061
JPY,0.013974834827455918,-4.270497079155299
NZD,1.2637707258308675,0.23409989147987534
USD,2.0565838021101763,0.7210462577293143
