date,avg_error,max_error,min_error,num_pairs,num_currencies,currencies
2023-12-01,0.10048409265814628,0.3211710866121165,1.6641279942180868e-14,10,8,"AUD,CAD,CHF,EUR,GBP,JPY,NZD,USD"
2023-12-04,0.09884981742834009,0.3160265535443731,5.034264093437289e-14,10,8,"AUD,CAD,CHF,EUR,GBP,JPY,NZD,USD"
2023-12-05,0.07072177200515714,0.22682901894229487,3.389217811570347e-14,10,8,"AUD,CAD,CHF,EUR,GBP,JPY,NZD,USD"
2023-12-06,0.03771747498683924,0.12326785372133138,5.082662860097989e-14,10,8,"AUD,CAD,CHF,EUR,GBP,JPY,NZD,USD"
2023-12-07,0.0426257885378325,0.13934808135933888,3.362783555951298e-14,10,8,"AUD,CAD,CHF,EUR,GBP,JPY,NZD,USD"
