currency,absolute_value,log_value
AUD,1.3624837668868013,0.30930933327276533
CAD,1.5134466885028872,0.41438962487702213
CHF,2.349298214624189,0.8541166514818169
EUR,2.2193953724339046,0.7972348040293926
GBP,2.587987826743668,0.9508806728963968
JPY,0.01389485587346029,-4.276236588388404
NZD,1.2664982741203612,0.23625582774280265
USD,2.0422449614657907,0.7140496740882076
