currency,absolute_value,log_value
AUD,1.3465970577734996,0.29758071219683296
CAD,1.5127715225918599,0.4139434138802379
CHF,2.3478241142144847,0.853488990392793
EUR,2.2242985273730644,0.7994415973142364
GBP,2.5947670362013726,0.9534967384843986
JPY,0.013989851053138094,-4.26942313702775
NZD,1.2598591268567187,0.2309999106308752
USD,2.0554026677455544,0.720471774128376
