currency,absolute_value,log_value
AUD,1.3522059862037223,0.30173732267523323
CAD,1.5065038720989032,0.40979164984638494
CHF,2.342292163488088,0.8511300069628736
EUR,2.2066918797210313,0.7914945070709848
GBP,2.573317946794473,0.9451960961257537
JPY,0.014256448150367309,-4.250545972835372
NZD,1.2641476441533044,0.23439809598655995
USD,2.0478660385376375,0.7167982941675828
