currency,absolute_value
AFN,0.36395921710661144
AMD,0.028040000815537938
ARS,5.496135675358737
AUD,10.290368395660805
AZN,15.956055009520568
BBD,7.864445394766019
BGN,9.461487416470925
BHD,41.511517386692205
BND,9.025516917868769
BOB,2.0535686045905157
BRL,5.289032218852405
BSD,15.650246335584473
BZD,7.9442874799920125
CAD,11.432948939468137
CHF,12.043406525798922
CLP,0.022003861280259104
CNY,1.8908571350744658
COP,0.0054987861115584945
CRC,0.039624890449243604
CUP,15.65024633558434
CZK,0.5881474609303647
DJF,0.08942997906048195
DKK,2.479122978804561
DOP,0.5569482681702612
DZD,0.1970294511662251
EGP,2.6192880896375477
EUR,18.411691875485776
FJD,8.34012594488905
GBP,25.6244395084203
GHS,18.575960703695184
GMD,0.6260098534233729
GTQ,1.9797908077905433
HKD,2.0065817163320454
HTG,0.4201408412237411
HUF,0.07243472406023241
IDR,0.0018947029461966517
INR,0.3322855900509634
IRR,0.001920040036263558
ISK,0.21665738680119567
JMD,0.2663871716695194
JPY,0.13194189423152589
KWD,52.3419627391434
KYD,19.085475406245138
KZT,0.10433845351901273
LKR,0.16096936318420507
LYD,13.008267255909105
MAD,1.6865580032743837
MDL,1.1083743863728295
MKD,0.29852639648229407
MNT,0.013898975431247214
MOP,1.948365556873245
MUR,0.5753767035141293
MXN,1.5276057950989235
MYR,4.11848587778538
MZN,0.6760365587725458
NOK,2.3319578298005497
NZD,9.075779197694358
OMR,40.649991537881
PEN,4.479818616168403
PLN,4.135220275121598
PYG,0.002498044107834686
QAR,4.29999075051773
RON,4.846928159925771
RUB,0.510198046190295
SAR,4.172710488515379
SEK,2.0180846338600067
SGD,9.054995938112745
SVC,1.7881908518720704
SYP,0.3402227464257468
THB,0.3758915896621667
TRY,10.906375913955843
TWD,0.45166656091152735
TZS,0.015077308608462691
UGX,0.007821212561511408
USD,15.650246335584354
UYU,0.5634652146024991
VND,0.001011422518214007
VUV,0.12859692962682287
ZAR,1.948580430636378
