currency,absolute_value
AFN,0.5248086149413252
ALL,0.2924053654586214
AMD,0.07274128511135972
ARS,4.507831489558462
AUD,25.94342960719714
AZN,37.329766743133085
BBD,14.7768082237267
BDT,0.383385707698079
BGN,20.55362155460386
BHD,77.62016085032307
BIF,0.019160497893241094
BND,23.052379674581687
BOB,4.234165019244427
BRL,12.512008331756224
BSD,29.258080282978696
BWP,3.3543996747392937
BZD,14.927591981111586
CAD,27.34121702059725
CDF,0.032293686846554814
CHF,32.79809451536319
CLP,0.05568649473536921
CNH,4.818921235770192
CNY,4.8240467522836585
COP,0.01518755731211595
CRC,0.05842851778927443
CUP,29.25808028297893
CVE,0.3657260035372354
CZK,1.4672675702087123
DJF,0.16623909251692448
DKK,5.389875354255226
DOP,0.6868093963140559
DZD,0.3758891052196096
EGP,4.231557139577722
ETB,1.5426595108604244
EUR,40.157487212028634
FJD,15.557133741269022
GBP,48.153011771947405
GHS,12.372261542503567
GMD,0.7679286566623679
GNF,0.004315351074185689
GTQ,3.7340412587554903
HKD,3.7720844021022613
HNL,1.4670116467598755
HTG,0.6701346835313527
HUF,0.1352280956948692
IDR,0.0023985559102531694
ILS,8.404453917584682
INR,0.47251431074698774
IQD,0.025141207547135426
IRR,0.0011858201314227782
ISK,0.2529006853053735
JMD,0.27612382298017185
JOD,41.34061555904886
JPY,0.2783368010616216
KES,0.33981510990254366
KHR,0.007360523341629888
KMF,0.0819554069551234
KRW,0.027648914535247114
KWD,103.53178102723521
KYD,35.466644919027225
KZT,0.190515751431288
LAK,0.0036545191460128123
LBP,0.0194936903811749
LKR,0.22377116851226736
LRD,0.37058999725115616
LSL,2.7978082986353114
LYD,23.787057140633255
MAD,3.576257796286466
MDL,2.265416472422113
MGA,0.013141430828746869
MKD,0.6557902114306652
MMK,0.030112368167902286
MNT,0.0177860670413246
MOP,3.6622956919487994
MUR,0.964022414595676
MVR,1.917305392069391
MWK,0.07050139827223832
MXN,2.240982731748169
MYR,8.895096729757329
MZN,0.9742950152741936
NAD,2.8282339567886825
NGN,0.18320651398233506
NIO,1.183244274713319
NOK,4.760166327728851
NPR,0.2956257480345445
NZD,23.83429309191413
OMR,75.9950156959199
PEN,10.484119985104515
PGK,11.93379299383237
PHP,0.6610800353147018
PKR,0.2756295834477528
PLN,9.71362998424277
PYG,0.006451540319097608
QAR,8.035285148571568
RON,9.008584359559965
RSD,0.349575610339549
RUB,0.8971079977959191
RWF,0.04466882485950987
SAR,7.8008675296707874
SCR,2.4220265134916272
SDG,5.16571272144264
SDR,45.229942478875586
SEK,4.4943287685067395
SGD,23.05806145395119
SOS,0.026817672120053912
SVC,3.344736242695492
SYP,0.20699029510488903
SZL,2.828233956788678
THB,0.8941438949466383
TJS,6.172475969584853
TND,17.73969580002356
TRY,13.599670880818747
TTD,4.564443101868742
TWD,0.9750091294395821
TZS,0.01863571992546423
UAH,3.5751564983056077
UGX,0.011703232113191674
USD,29.258080282978682
UYU,1.3815175514546016
UZS,0.01322638170080047
VND,0.0013869380682821053
VUV,0.30418547884783353
XAF,0.06107011318804243
XCD,10.89686416498279
XOF,0.061070113188042785
XPF,0.3382437026933964
YER,0.13621080206228595
ZAR,2.7790313243186473
