currency,absolute_value
AFN,0.6862907147015668
ALL,0.530600470687264
AMD,0.12839151348286165
ARS,0.05384592341326994
AUD,32.08152749500198
AZN,28.517266888479245
BBD,24.069437469872923
BDT,0.41983036875703456
BGN,26.705296623714702
BHD,128.88295162075238
BIF,0.01707485720275041
BND,35.91896699380622
BOB,7.032857947327497
BRL,8.991392820328928
BWP,3.571304443120151
BYN,14.850290402353592
BZD,24.110690565385436
CAD,35.351973813853874
CDF,0.01723027751803947
CHF,54.52991075091908
CLP,0.05188412318065943
CNH,6.68361998493384
CNY,6.697177647731612
COP,0.011749322247078585
CRC,0.09248429564894725
CVE,0.4718213301964031
CZK,2.1108253196057443
DJF,0.27340413347327813
DKK,6.991982425710012
DOP,0.8193825059168669
DZD,0.3603944036236505
EGP,1.0185185565014148
ETB,0.8537751009532142
EUR,51.93469610534668
FJD,21.745472540773957
GBP,61.67234370459702
GEL,17.0632197160417
GHS,3.2344390376967906
GMD,0.7169219122223742
GNF,0.005704537313953212
GTQ,6.2545223385274324
HKD,6.2210535303462695
HNL,2.0055268300250315
HTG,0.3663698141282638
HUF,0.13095330289084578
IDR,0.002949745387377833
ILS,13.109902897031994
INR,0.5817900220214622
IQD,0.03752691999695594
IRR,0.001156890071180599
ISK,0.34888621096338773
JMD,0.3119204264824273
JOD,68.50063505766347
JPY,0.3076866962674823
KES,0.3784220123449513
KGS,0.5559954248758203
KHR,0.012082066787060142
KMF,0.1060903550237356
KRW,0.03515162011600821
KWD,158.28558090597264
KYD,58.34904599008209
KZT,0.1070147506570002
LAK,0.0022507195753254925
LBP,0.0005432166814704285
LKR,0.15998205241594632
LRD,0.25398056530483565
LSL,2.6798694298998003
LYD,10.023141311971509
MAD,4.863456411092862
MDL,2.7324001274118936
MGA,0.01104104066288358
MKD,0.8474029638181179
MMK,0.023207424063257338
MNT,0.0142940927913494
MOP,6.041950320196431
MRU,1.255468880586849
MUR,1.0313401181942785
MVR,3.186189023007932
MWK,0.0281081531021157
MXN,2.6217350393260186
MYR,10.291393295761612
MZN,0.76284453412153
NAD,2.67986942989981
NGN,0.03250125926479654
NIO,1.3381014287303978
NOK,4.557894482500491
NPR,0.3634666888411351
NZD,29.745825663593905
OMR,126.22175483062436
PEN,12.967613090967342
PGK,12.723264204431246
PHP,0.8278988637568465
PKR,0.17553057074376796
PLN,11.99916532017563
PYG,0.006512334089634457
QAR,13.324681166375752
RON,10.48111102501577
RSD,0.44900754211840377
RUB,0.5509427291071696
RWF,0.03746337008943773
SAR,12.94961695346543
SCR,3.446247369152887
SDG,0.08554468767758928
SDR,64.50936629392282
SEK,4.63709942365919
SGD,35.93955920172407
SOS,0.08554468767758978
SVC,5.554386306345671
SZL,2.677304533395414
THB,1.3123050702531587
TJS,4.517938009133831
TMT,13.88268074310594
TND,15.611999640418452
TRY,1.4818106415369003
TTD,7.1507343026026335
TWD,1.50151921156607
TZS,0.018524256506792708
UAH,1.1956371661998624
UGX,0.013117480359352783
USD,48.58938260087056
UYU,1.2367222112699678
UZS,0.003865184282797088
VES,1.336248676889947
VND,0.0019145875013737439
VUV,0.4023965432784331
XAF,0.07931218534807825
XCD,17.979087380759232
XOF,0.07931218534807757
XPF,0.4362349741076638
YER,0.19447420714880392
ZAR,2.661474741112369
ZMW,1.8818527907224727
