currency,absolute_value
ARS,5.819184232339437
AUD,4.472895586262236
BBD,2.919534353262412
BGN,87.23533316098367
BHD,15.410801646938774
BND,3.965783865523687
BOB,1.233518760720203
BRL,6.883736375197681
BSD,5.809873362992171
BZD,2.904936681496098
CAD,4.138399800114365
CHF,4.426064261327818
CLP,0.01441834773249464
CNY,0.6879904985366182
COP,0.0069468765071447275
CRC,0.035363526183135936
CUP,5.8098733629921835
CZK,0.20753253663126306
DJF,0.03319927635995543
DKK,0.9504540333755502
DOP,0.43914386719517545
DZD,0.13526747603064357
EGP,1.709037612293632
EUR,7.1228656203993195
GBP,9.095276927512423
GHS,55.864166951848006
GTQ,1.0358311545921943
HKD,0.7507344867087167
HTG,0.30434119240399216
HUF,0.05144212292360686
IDR,0.0026472290041252007
INR,0.1852047977395177
ISK,0.08474144345087772
JMD,0.181842671768143
JOD,8.27617264596683
JPY,0.05778920266066199
KWD,19.385630820315285
LKR,0.11708733097525577
LYD,16.255941138758196
MAD,0.6506017203798625
MNT,0.014155577088779916
MOP,0.7267883464882186
MXN,1.1119736521696146
MYR,2.2788285401028356
MZN,0.8993612017015744
NOK,0.8552749410452348
NZD,3.7191682907223234
OMR,15.090580555579116
PLN,2.3722582680178794
PYG,0.003010297079270552
QAR,1.5965576705117326
RON,32.768601439967
SAR,1.5488865270573677
SCR,1.1701658334324643
SEK,0.778960027216221
SGD,3.996473999513653
SVC,0.6624713070686638
TRY,144.25795178925068
TTD,1.023766231364259
TWD,0.22149726889028495
USD,5.809873362992195
UYU,1.028296170441097
VUV,0.05201319035803221
ZAR,1.6360226454910614
