currency,absolute_value
ARS,10.74947614314939
AUD,6.770624582075265
BBD,5.4006666182939655
BGN,6.058244966406461
BHD,28.50761592369979
BND,6.315270049597472
BOB,1.9399506444774566
BRL,9.26413806603319
BSD,10.747326570405136
BZD,5.37366328520249
CAD,7.21521130297272
CHF,7.134587319725747
CLP,0.023270166369391394
CNY,1.2980176538569839
COP,0.007778141596880721
CRC,0.04167084087629424
CUP,0.4672750682784801
CZK,0.3431395385098915
DJF,0.061997842229169736
DKK,1.581945725614046
DOP,0.7024396451245135
DZD,0.18356436719281696
EGP,3.139280435345432
EUR,11.898334015456612
FJD,5.336044173777408
GBP,17.69613691033265
GHS,46.22506051787105
GMD,1.0099731769354132
GTQ,1.6956165802194736
HKD,1.3872678967074237
HTG,0.6697405060549982
HUF,0.049726213715842675
IDR,0.0007595283795339332
INR,0.2528772220649566
IRR,0.006141329468802906
ISK,0.15103044646437658
JMD,0.30062451945189067
JOD,15.105167563537195
JPY,0.07727179008210264
KWD,35.07613110445521
KYD,12.976322101107106
KZT,0.13871992991810317
LKR,0.16351961309098567
LYD,27.95143451340725
MAD,1.1086575789565818
MDL,2.262595067453696
MNT,0.013144808284944102
MOP,1.3426772984360937
MUR,0.4430973642714923
MXN,1.2240947906484347
MYR,2.613141064580097
MZN,0.9031366865886628
NOK,1.4285527171589043
NZD,5.664538277738168
OMR,27.915134674172585
PLN,3.1423464212941723
PYG,0.003821271669477332
QAR,2.952400024835209
RON,12.339066238571485
RUB,1.7303195778352163
SAR,2.8653281210936483
SCR,2.0393409052002034
SEK,1.3607655824772238
SGD,6.327245533944272
SVC,1.227564428372937
TRY,39.95679881770308
TTD,1.7223279760264525
TWD,0.31319616990835114
TZS,0.016046773528040414
UGX,0.008723479359095015
USD,10.747326570405065
UYU,1.022094776072761
VND,0.0008273857015593392
VUV,0.08360425181178552
XCD,3.9804913223722425
ZAR,1.730483981623048
