currency,absolute_value
AFN,0.4888455711787694
ALL,0.35636067639890634
AMD,0.08047999357357885
ARS,0.8447289483851633
AUD,25.854119216147044
AZN,22.50538870715052
BBD,18.937893406767223
BDT,0.4615045812827793
BGN,21.901803600818077
BHD,101.28341245196485
BIF,0.02099807829632231
BND,27.680252336472428
BOB,5.529645781287531
BRL,9.655374295847654
BSD,38.23750057760363
BWP,3.5063869728478454
BYN,18.598720663321583
BZD,18.969837067819416
CAD,28.801889664822795
CDF,0.023301340997930395
CHF,39.19642760234878
CLP,0.05351658744745981
CNH,5.421990070984395
CNY,5.434732470300767
COP,0.011140148961792754
CRC,0.06732546862285291
CUP,38.237500577603754
CVE,0.3885924855447551
CZK,1.6640200459981254
DJF,0.21542253846537118
DKK,5.736557544181717
DOP,0.7496079563210454
DZD,0.32123176186046515
EGP,2.3111914694712157
ETB,1.3323170932962851
EUR,42.84683267176697
FJD,17.690744823422055
GBP,46.540294211950076
GEL,13.067195721135525
GHS,7.075272508679636
GMD,0.7594339737359131
GNF,0.004190411022203074
GTQ,4.995101316473351
HKD,4.877702988355891
HNL,1.562627731001358
HTG,0.40236448125192026
HUF,0.13143655358959433
IDR,0.0026835194516608213
ILS,10.959281004593219
INR,0.5368348365166984
IQD,0.10135562438153016
IRR,0.0009104166840607994
ISK,0.31416893088163
JMD,0.2832407450192847
JOD,53.89890863645548
JPY,0.3599378580223121
KES,0.37443694259306
KGS,0.5465734150854831
KHR,0.009365050349645717
KMF,0.08704188811295763
KRW,0.03142851317435502
KWD,125.72464788663756
KYD,45.79323069173739
KZT,0.09881674385349469
LAK,0.004400172678665479
LBP,0.0254238700648958
LKR,0.21548323796902386
LRD,0.18906057145910124
LSL,2.561976588114128
LYD,27.308599184119032
MAD,3.9994038759939774
MDL,2.159871711075983
MGA,0.010621527938223182
MKD,0.6977646090803518
MMK,0.02557008162779303
MNT,0.014338550678367422
MOP,4.7529522159855055
MRU,1.044740452939981
MUR,1.053374671559323
MVR,2.532284806463791
MWK,0.053107639691115587
MXN,1.953447607470147
MYR,9.124635800625835
MZN,0.6240310171783502
NAD,2.5628351593568017
NGN,0.10562845463426301
NIO,1.1552115640196756
NOK,4.293335305118864
NPR,0.33751517326949904
NZD,24.960446060621564
OMR,99.36980657822629
PEN,11.35045685832664
PGK,11.414179276896503
PHP,0.7309787976908942
PKR,0.24109393547707317
PLN,9.927534969168423
PYG,0.006379397844677053
QAR,10.504807850989884
RON,9.063811263565348
RSD,0.36555927894457874
RUB,0.585259043728532
RWF,0.04201923140395971
SAR,10.193941553746326
SCR,2.813649784959775
SDG,0.848760325550232
SDR,52.56456866935401
SEK,3.990388689430963
SGD,27.674452696072535
SOS,0.06650000100452766
SVC,4.370099954010756
SYP,0.0742475739370933
SZL,2.562835159356793
THB,1.2436360184834228
TJS,4.049964089594106
TMT,10.956303890430712
TND,13.404908177950354
TRY,6.9217575025663045
TTD,5.648246710036241
TWD,1.2150048047345607
TZS,0.01663946935491871
UAH,1.4987318418947666
UGX,0.01034844399935134
USD,38.23750057760314
UYU,1.0879889260046685
UZS,0.004412867925863055
VES,0.003210807001226224
VND,0.0016442666375913193
VUV,0.32872679313620323
XAF,0.0651316676949735
XCD,14.162037250964168
XOF,0.06525170747031261
XPF,0.3588690809723446
YER,0.15307246027863508
ZAR,2.5614444633083533
ZMW,2.961851322819779
