currency,absolute_value
AFN,0.615853480194282
ALL,0.27052341499593635
AMD,0.05808170528756251
ARS,8.849932247390802
AUD,19.798555861567745
AZN,28.572368865068043
BBD,13.236207712517492
BDT,0.400853041362191
BGN,16.1377609042454
BHD,69.87717725990578
BIF,0.0277406800038987
BND,15.526114558154656
BOB,3.292506668488679
BRL,11.64973611141523
BSD,26.340053347909468
BWP,4.712079526987915
BZD,13.43880272852524
CAD,22.196289426277147
CDF,0.058274454309534325
CHF,20.45947860833542
CLP,0.048463759609769216
CNY,3.2597478487744036
COP,0.011530441841861458
CRC,0.053788141331484955
CUP,26.340053347909283
CVE,0.2987721707774312
CZK,1.0628258464414013
DJF,0.15094586445793437
DKK,4.23232799172253
DOP,0.8180140791276347
DZD,0.3596402696328487
EGP,4.695915901197166
ETB,3.036107398670909
EUR,31.561038648353566
FJD,15.382849587052194
GBP,46.601929815669195
GHS,29.024851214505688
GMD,0.9297583250232812
GNF,0.006455895428409296
GTQ,3.479531485853291
HKD,3.397327297434394
HNL,1.466513743550439
HTG,0.6249122976965451
HUF,0.12431003444879019
IDR,0.002615700109027704
ILS,5.692931042601662
INR,0.5844822957519268
IQD,0.01792816107018623
IRR,0.002911629378856805
ISK,0.4382704529858617
JMD,0.4125625083860841
JOD,37.13527998112923
JPY,0.2281453649557366
KES,0.35983679437034666
KHR,0.006678512512147363
KMF,0.06451942032555852
KRW,0.02609993437394181
KWD,90.20566215037508
KYD,32.121695057775625
KZT,0.19700125909958216
LAK,0.0026440527351846554
LBP,0.017536653360792045
LKR,0.25911222613653556
LSL,3.9788600223428117
LYD,19.80455138940558
MAD,2.8766508325134565
MDL,2.087167460214701
MGA,0.012415417241550727
MKD,0.5124523997647745
MMK,4.313869101673654
MNT,0.02220915122083442
MOP,3.2899981682603183
MUR,0.8675906899838411
MVR,2.090480424437252
MWK,0.2157446944044402
MXN,2.4280143032969566
MYR,6.977673695214423
MZN,1.0107465218210288
NAD,3.982469511325908
NGN,0.20339809535065084
NIO,1.6924791492835494
NOK,4.029426412327816
NZD,18.538832946226247
OMR,68.41572475861491
PEN,7.761913466305982
PGK,8.9424727034152
PHP,0.4752806525837147
PKR,0.4407639449114686
PLN,8.065481428673133
PYG,0.004295166513776237
QAR,7.235085795723038
RON,8.76628422955297
RUB,0.9218152206182936
RWF,0.050523750013804665
SAR,7.022480900198937
SCR,5.067831331969125
SEK,3.3099667430583217
SGD,15.560938487530755
SOS,0.013370585455791588
SVC,3.0096039017264102
SYP,0.5045020752328953
SZL,3.9824695113258914
THB,0.6444863145529183
TND,19.631850151233092
TRY,19.339056691719424
TTD,4.244151549725967
TWD,0.7819516933179481
TZS,0.023059797196681442
UAH,5.226431712040699
UGX,0.014276451679083691
USD,26.340053347909564
UYU,1.1239621654751202
UZS,0.036976395641900195
VND,0.0016561384103813011
VUV,0.23623366231308973
XAF,0.04817127620633116
XCD,9.86518851981627
XOF,0.04817127620633159
XPF,0.2685020783375485
YER,0.14633362971060937
ZAR,3.9744458761150807
