date,absolute_value
2004-08-23,0.06145944180014553
2004-08-24,0.06233096045324178
2004-08-25,0.06199621305962116
2004-08-26,0.06550823416530446
2004-08-27,0.06540098841487348
2004-08-28,0.06540098108752013
2004-08-29,0.06540054484232
2004-08-30,0.06530467429312858
2004-08-31,0.06517533380923626
2004-09-01,0.06514807511977631
2004-09-02,0.065113030526802
2004-09-03,0.06515476550964715
2004-09-04,0.06515476550964715
2004-09-05,0.06515498637289681
2004-09-06,0.06523795725624278
2004-09-07,0.06520707784078678
2004-09-08,0.06516639257653375
2004-09-09,0.06511531666488198
2004-09-10,0.06506120837704134
2004-09-11,0.06506118606989572
2004-09-12,0.07264761157971472
2004-09-13,0.07117602395756796
2004-09-14,0.0711138354892658
2004-09-15,0.07121671613216032
2004-09-16,0.07116534219622705
2004-09-17,0.07124269406289362
2004-09-18,0.07124272001611649
2004-09-19,0.07124360547243469
2004-09-20,0.06295803966296179
2004-09-21,0.061787955374594326
2004-09-22,0.06322381880052294
2004-09-23,0.06333111384702479
2004-09-24,0.06326460916471381
2004-09-25,0.06326460916471381
2004-09-26,0.06326440590345872
2004-09-27,0.06301747723796434
2004-09-28,0.06277747171570622
2004-09-29,0.06272805689532462
2004-09-30,0.06257255012747052
2004-10-01,0.06258233828829188
2004-10-02,0.06258251380446649
2004-10-03,0.06258209870875756
2004-10-04,0.061270999139429065
2004-10-05,0.061216139287914514
2004-10-06,0.06125147945035891
2004-10-07,0.061288527527897554
2004-10-08,0.06021643792181272
2004-10-09,0.06021641761551958
2004-10-10,0.06021696774382298
2004-10-11,0.059787819102579506
2004-10-12,0.059827496576055836
2004-10-13,0.059857016863972254
2004-10-14,0.05958259502482799
2004-10-15,0.05950468810683376
2004-10-16,0.05950470817311643
2004-10-17,0.0595038722026324
2004-10-18,0.05946106859015244
2004-10-19,0.061510108792605586
2004-10-20,0.06140607636498855
2004-10-21,0.06130011093134412
2004-10-22,0.06130209030386044
2004-10-23,0.06130211097626651
2004-10-24,0.06130171106933629
2004-10-25,0.060984406751548814
2004-10-26,0.061085455885415335
2004-10-27,0.06188028048333975
2004-10-28,0.06224123454366016
2004-10-29,0.06183877222926115
2004-10-30,0.0618387930826475
2004-10-31,0.06183930527616692
2004-11-01,0.06199392990238589
2004-11-02,0.061833681830948034
2004-11-03,0.061732682127467305
2004-11-04,0.06158952485900069
2004-11-05,0.06149033952346288
2004-11-06,0.06149014594696627
2004-11-07,0.061491776072077384
2004-11-08,0.0614361429331905
2004-11-09,0.06149843713514268
2004-11-10,0.06146906460652513
2004-11-11,0.061477013204550277
2004-11-12,0.061352254117590696
2004-11-13,0.06135226804754802
2004-11-14,0.06135226804754802
2004-11-15,0.061257938106304616
2004-11-16,0.059193838946271386
2004-11-17,0.05906902139770426
2004-11-18,0.05917527881537123
2004-11-19,0.05907482533655509
2004-11-20,0.05907482533655509
2004-11-21,0.059075994334856344
2004-11-22,0.05877310860156731
2004-11-23,0.05870891538876063
2004-11-24,0.05869933450790779
2004-11-25,0.058445020971616815
2004-11-26,0.058533244448257214
2004-11-27,0.058533244448257214
2004-11-28,0.058533063461626546
2004-11-29,0.05852661870850221
2004-11-30,0.058448828872303134
2004-12-01,0.05836804671671257
2004-12-02,0.0584016597543081
2004-12-03,0.0582375543777423
2004-12-04,0.05823739107000533
2004-12-05,0.05823777642024371
2004-12-06,0.058267356362773574
2004-12-07,0.057508856031559655
2004-12-08,0.05767985367862495
2004-12-09,0.05775686032322469
2004-12-10,0.05783552865801611
2004-12-11,0.057835762872788785
2004-12-12,0.057835000172395526
2004-12-13,0.05775638145897957
2004-12-14,0.057704749479576135
2004-12-15,0.057535810137560005
2004-12-16,0.05763460258625764
2004-12-17,0.057789295413814445
2004-12-18,0.05778932802044153
2004-12-19,0.05778980724971397
2004-12-20,0.057634258119980006
2004-12-21,0.057630330356983804
2004-12-22,0.05742827325954407
2004-12-23,0.05739130797790188
2004-12-24,0.05747269026583702
2004-12-25,0.05747269698372023
2004-12-26,0.057472505844805816
2004-12-27,0.05728156252358347
2004-12-28,0.0572870671985976
2004-12-29,0.05730171876093984
2004-12-30,0.057243230590764485
2004-12-31,0.057129509100995776
2005-01-01,0.057129509100995776
2005-01-02,0.05712832058788949
2005-01-03,0.057647768683660686
2005-01-04,0.05787096690651437
2005-01-05,0.05781332871957905
2005-01-06,0.05797256844585401
2005-01-07,0.05813285949230259
2005-01-08,0.05813287909815012
2005-01-09,0.058132273253549485
2005-01-10,0.057833684784973236
2005-01-11,0.05784669836170575
2005-01-12,0.057659805599984196
2005-01-13,0.05766730007528033
2005-01-14,0.05776890490032114
2005-01-15,0.05776891801812494
2005-01-16,0.057767570440498475
2005-01-17,0.057855613683575745
2005-01-18,0.05495004968859754
2005-01-19,0.05493701235573506
2005-01-20,0.05500151572302077
2005-01-21,0.05485471600343609
2005-01-22,0.05485488370375517
2005-01-23,0.05485415459900194
2005-01-24,0.054866672487149847
2005-01-25,0.054730804585677
2005-01-26,0.05464534255172665
2005-01-27,0.054621549624771705
2005-01-28,0.054454511439884015
2005-01-29,0.05445449307460004
2005-01-30,0.05445442367088052
2005-01-31,0.054535797327418485
2005-02-01,0.054495907392628974
2005-02-02,0.05447381654986692
2005-02-03,0.05454251333854594
2005-02-04,0.054528193492265585
2005-02-05,0.054528205508538485
2005-02-06,0.054528125872483825
2005-02-07,0.054740655982561344
2005-02-08,0.05479034201072732
2005-02-09,0.054754105874764945
2005-02-10,0.05468631233180603
2005-02-11,0.054588668759045895
2005-02-12,0.054588693184303545
2005-02-13,0.05458877467824294
2005-02-14,0.054405235631584614
2005-02-15,0.05400236970092044
2005-02-16,0.05390909734481838
2005-02-17,0.05383098885149447
2005-02-18,0.05352983299138813
2005-02-19,0.05352985104800548
2005-02-20,0.053529858291127476
2005-02-21,0.05367838431796501
2005-02-22,0.053403378181523666
2005-02-23,0.05343756534171189
2005-02-24,0.053537525131156644
2005-02-25,0.05348806176124514
2005-02-26,0.05348806176124514
2005-02-27,0.05348833595353483
2005-02-28,0.05346811020812969
2005-03-01,0.05353036662395294
2005-03-02,0.053606348599780564
2005-03-03,0.05366794715488002
2005-03-04,0.053291189870335674
2005-03-05,0.053291214078721276
2005-03-06,0.05329088400979109
2005-03-07,0.05337098513956661
2005-03-08,0.05262148623485734
2005-03-09,0.052006690455243976
2005-03-10,0.05202271163604137
2005-03-11,0.050820222642291406
2005-03-12,0.050820205499532936
2005-03-13,0.050820205499532936
2005-03-14,0.05094217461760294
2005-03-15,0.05106251464689016
2005-03-16,0.05106541552456884
2005-03-17,0.05236586635684857
2005-03-18,0.05238177365002924
2005-03-19,0.05238195784976171
2005-03-20,0.0523819636213395
2005-03-21,0.05254936750955539
2005-03-22,0.052147999996544
2005-03-23,0.052367413360302546
2005-03-24,0.052407464567908874
2005-03-25,0.05239684505227655
2005-03-26,0.052396856953496364
2005-03-27,0.052396856953496364
2005-03-28,0.05260110468514993
2005-03-29,0.05254549026417611
2005-03-30,0.052525653089795184
2005-03-31,0.05245481939437482
2005-04-01,0.052474022052081855
2005-04-02,0.052474022052081855
2005-04-03,0.052474022052081855
2005-04-04,0.05212264575166866
2005-04-05,0.05222405564660707
2005-04-06,0.052095594182989785
2005-04-07,0.05208173568686148
2005-04-08,0.05205466177694571
2005-04-09,0.05205462632400815
2005-04-10,0.05205490429389731
2005-04-11,0.0519091291300129
2005-04-12,0.05172648957589503
2005-04-13,0.05172853266840581
2005-04-14,0.05202725701074694
2005-04-15,0.052020802566110566
2005-04-16,0.05202082011385649
2005-04-17,0.05202082011385649
2005-04-18,0.05197638534918592
2005-04-19,0.051862631173975195
2005-04-20,0.05097275816233884
2005-04-21,0.050988161179079984
2005-04-22,0.050945701780883375
2005-04-23,0.05094609451406719
2005-04-24,0.05094609451406719
2005-04-25,0.05098362459163214
2005-04-26,0.0510247218222091
2005-04-27,0.05104869710127589
2005-04-28,0.051093906599178916
2005-04-29,0.051070069207619376
2005-04-30,0.05107008643466203
2005-05-01,0.051070080807479636
2005-05-02,0.05107053883687229
2005-05-03,0.0510563507642319
2005-05-04,0.05107308503963294
2005-05-05,0.051122723363199105
2005-05-06,0.05114713377520601
2005-05-07,0.05114728401360502
2005-05-08,0.05114727837806694
2005-05-09,0.05110027418994974
2005-05-10,0.051249376363912774
2005-05-11,0.0512349441997795
2005-05-12,0.051488034855246945
2005-05-13,0.05162816047007134
2005-05-14,0.05162757626662282
2005-05-15,0.05162757626662282
2005-05-16,0.0517397679978337
2005-05-17,0.051492854991646124
2005-05-18,0.05127598351926365
2005-05-19,0.051459704702430636
2005-05-20,0.05147736445326822
2005-05-21,0.05147736445326822
2005-05-22,0.05147736445326822
2005-05-23,0.051461611535743794
2005-05-24,0.051565044233291384
2005-05-25,0.05160479724123434
2005-05-26,0.05233931652613972
2005-05-27,0.052273543282662954
2005-05-28,0.05227367324468118
2005-05-29,0.05227367324468118
2005-05-30,0.05240814064801613
2005-05-31,0.051645071086630766
2005-06-01,0.05311708700804137
2005-06-02,0.0529357711153916
2005-06-03,0.05296406165834645
2005-06-04,0.052963911765291714
2005-06-05,0.052963911765291714
2005-06-06,0.05301536893090668
2005-06-07,0.053353229340492296
2005-06-08,0.05535374263461524
2005-06-09,0.05348767362510166
2005-06-10,0.0535740519624913
2005-06-11,0.05357441630721785
2005-06-12,0.05357451170997001
2005-06-13,0.05357529351032814
2005-06-14,0.05377425842925968
2005-06-15,0.05366033574660212
2005-06-16,0.06395136398486936
2005-06-17,0.06703406310695714
2005-06-18,0.06703460202057106
2005-06-19,0.06703487904275884
2005-06-20,0.06710988909959487
2005-06-21,0.06543619529290468
2005-06-22,0.06345378778831183
2005-06-23,0.06355816506182874
2005-06-24,0.06355547310099181
2005-06-25,0.06355592675891174
2005-06-26,0.06355621628344318
2005-06-27,0.06472531823864391
2005-06-28,0.06340681576165233
2005-06-29,0.06326356855338496
2005-06-30,0.06338655044297441
2005-07-01,0.06283863133665563
2005-07-02,0.06283873121153018
2005-07-03,0.06283871736388345
2005-07-04,0.06176538609744783
2005-07-05,0.06300684756203088
2005-07-06,0.05742518384668429
2005-07-07,0.05743413330969075
2005-07-08,0.057543774340778175
2005-07-09,0.05754404085976757
2005-07-10,0.057543990140376186
2005-07-11,0.057380567444104996
2005-07-12,0.055805009008376434
2005-07-13,0.0559850115836586
2005-07-14,0.0548085369739927
2005-07-15,0.05483189147579476
2005-07-16,0.05483194017681305
2005-07-17,0.05483224885866807
2005-07-18,0.054824251351403355
2005-07-19,0.054853512478157014
2005-07-20,0.05478577670961448
2005-07-21,0.05467097231443881
2005-07-22,0.054749333761659566
2005-07-23,0.05474934582666441
2005-07-24,0.05474934582666441
2005-07-25,0.05419281225892034
