date,avg_error,max_error,num_pairs,num_currencies
2023-12-01,0.058194186034211726,0.05821676750122765,3,3
2023-12-04,0.18481115903745002,0.18503900031979906,3,3
2023-12-05,0.1656699262981641,0.16585300411794598,3,3
2023-12-06,0.07745779812749153,0.0774978065220438,3,3
2023-12-07,0.09851559099689701,0.09854793144228698,3,3
