datetime,open,high,low,close
1991-10-24,22.80500,22.81200,22.80500,22.81200
1991-10-25,22.80500,22.81200,22.80500,22.81200
1991-10-28,22.81300,22.82000,22.81300,22.82000
1991-10-29,22.88400,22.89200,22.88400,22.89200
1991-10-30,22.92900,22.93600,22.92900,22.93600
1991-10-31,22.62000,22.62800,22.62000,22.62800
1991-11-01,22.62000,22.62800,22.62000,22.62800
1991-11-04,22.34700,22.35500,22.34700,22.35500
1991-11-05,22.37800,22.38600,22.37800,22.38600
1991-11-06,22.37800,22.38600,22.37800,22.38600
1991-11-07,22.32200,22.32900,22.32200,22.32900
1991-11-08,22.32800,22.33500,22.32800,22.33500
1991-11-11,22.41400,22.42200,22.41400,22.42200
1991-11-12,22.31800,22.32500,22.31800,22.32500
1991-11-13,22.31800,22.32500,22.31800,22.32500
1991-11-14,22.33900,22.34600,22.33900,22.34600
1991-11-15,22.31000,22.31700,22.31000,22.31700
1991-11-18,22.30500,22.31200,22.30500,22.31200
1991-11-19,22.087000,22.094999,22.087000,22.094999
1991-11-20,22.070000,22.077999,22.070000,22.077999
1991-11-21,22.094999,22.10200,22.094999,22.10200
1991-11-22,22.094999,22.10200,22.094999,22.10200
1991-11-25,21.97100,21.97900,21.97100,21.97900
1991-11-26,21.93700,21.94500,21.93700,21.94500
1991-11-27,22.033001,22.041000,22.033001,22.041000
1991-11-28,22.17000,22.17800,22.17000,22.17800
1991-11-29,22.17000,22.17800,22.17000,22.17800
1991-12-02,22.31200,22.32000,22.31200,22.32000
1991-12-03,22.12700,22.13400,22.12700,22.13400
1991-12-04,22.17200,22.18000,22.17200,22.18000
1991-12-05,22.10200,22.11000,22.10200,22.11000
1991-12-06,22.035000,22.042999,22.035000,22.042999
1991-12-09,21.96600,21.97400,21.96600,21.97400
1991-12-10,21.87100,21.87800,21.87100,21.87800
1991-12-11,21.87100,21.87800,21.87100,21.87800
1991-12-12,21.95600,21.96300,21.95600,21.96300
1991-12-13,21.95600,21.96300,21.95600,21.96300
1991-12-16,21.94800,21.95600,21.94800,21.95600
1991-12-17,21.83900,21.84600,21.83900,21.84600
1991-12-18,21.83900,21.84600,21.83900,21.84600
1991-12-19,21.80200,21.80900,21.80200,21.80900
1991-12-20,21.85000,21.85800,21.85000,21.85800
1991-12-23,21.71300,21.72100,21.71300,21.72100
1991-12-24,21.42300,21.43000,21.42300,21.43000
1991-12-25,21.42300,21.43000,21.42300,21.43000
1991-12-26,21.42300,21.43000,21.42300,21.43000
1991-12-27,21.42300,21.43000,21.42300,21.43000
1991-12-30,21.39600,21.40400,21.39600,21.40400
1991-12-31,21.38400,21.39200,21.38400,21.39200
1992-01-01,21.38400,21.39200,21.38400,21.39200
1992-01-02,21.38400,21.39200,21.38400,21.39200
1992-01-03,21.39900,21.40700,21.39900,21.40700
1992-01-06,21.43400,21.44200,21.43400,21.44200
1992-01-07,21.37400,21.38100,21.37400,21.38100
1992-01-08,21.33600,21.34300,21.33600,21.34300
1992-01-09,21.46700,21.47400,21.46700,21.47400
1992-01-10,21.46700,21.47400,21.46700,21.47400
