date,num_currencies,num_pairs,avg_error,max_error,min_error,currencies
2023-12-01,8,10,0.10048409265814628,0.3211710866121165,1.6641279942180868e-14,"['AUD', 'CAD', 'CHF', 'EUR', 'GBP', 'JPY', 'NZD', 'USD']"
2023-12-04,8,10,0.09884981742834006,0.3160265535443731,5.0342640934372895e-14,"['AUD', 'CAD', 'CHF', 'EUR', 'GBP', 'JPY', 'NZD', 'USD']"
2023-12-05,8,10,0.07072177200515709,0.2268290189422948,3.389217811570347e-14,"['AUD', 'CAD', 'CHF', 'EUR', 'GBP', 'JPY', 'NZD', 'USD']"
2023-12-06,8,10,0.03771747498683921,0.1232678537213313,5.0826628600979895e-14,"['AUD', 'CAD', 'CHF', 'EUR', 'GBP', 'JPY', 'NZD', 'USD']"
2023-12-07,8,10,0.04262578853783246,0.1393480813593388,3.3627835559512985e-14,"['AUD', 'CAD', 'CHF', 'EUR', 'GBP', 'JPY', 'NZD', 'USD']"
